38000,Reintegro Presupuesto Cerrado,0,0,0,2161.52
39300,Intereses de Demora,0,0,0,3.22
39901,Recursos eventuales,0,0,0,142.6
40000,Aportación del Ayuntamiento,3549000,0,3549000,3549000
45080,Otras subvencioes corrientes de la CCAA,0,251542.12,251542.12,251542.12
46200,De Entidades Locales,0,276716,276716,363429.7
46201,Convenio Gestión y Funcionamiento Casa Nira IASS,0,264144,264144,264144
46202,Convenio Residencia de Los Cristianos,0,227766.09,227766.09,227766.09
47000,De empresas Privadas,0,0,0,12500
52700,Intereses de Depósito,0,0,0,27.21
83001,Anticipos a personal,0,10800,10800,10800
,,3549000,1030968.21,4579968.21,4681516.46
