340 11000,Retribuciones básicas,20343.12,0,20343.12,8614.81
340 13000,Retribuciones básicas,64060.41,0,64060.41,67107.53
340 15100,Gratificaciones,3000,0,3000,2384.3
340 16000,Seguridad Social,24842.3,0,24842.3,30282.9
340 16006,Asistencia Farma-Protésica Según Convenio,10000,0,10000,10438.5
340 16008,Asistencia médico-farmaceútica,4300,0,4300,3450.01
340 16104,Indemnizaciones al personal laboral por jubilación,6,0,6,0
340 16200,Formación y perfeccionamiento del personal,500,0,500,5099
340 16204,Acción social,16800,0,16800,14649.18
340 16205,Seguros,7463.47,0,7463.47,3534.87
340 16206,Bolsa Convenio,600,0,600,18564.15
340 16209,Otros gastos sociales,6,0,6,0
340 20500,Arrendamiento de mobiliario y enseres,1000,0,1000,0
340 20600,Arrendamiento de Eq. para procesos de información,5,0,5,0
340 20800,Arrendamiento de otros inmovilizado material,5,0,5,0
340 22002,Material Informático No inventariable,600,0,600,1204.09
340 22200,Servicios de Telecomunicaciones,15000,0,15000,5543.91
340 22601,Atenciones protocolarias y representativas,3000,0,3000,1035.84
340 22603,Publicación en Diarios Oficiales,1000,0,1000,4644.41
340 22604,"Jurídicos, Contenciosos",2900,0,2900,1081
340 22606,"Reuniones, Conferencias y Cursos",600,0,600,0
340 22607,Oposiciónes y Pruebas Selectivas,5,0,5,0
340 22799,Otros trabajos realizados por otras empresas,5,10000,10005,0
340 23000,Dietas de los miembros de órganos de gobierno,1800,0,1800,0
340 23020,Dietas del personal no directivo,900,0,900,512.6
340 23100,Locomoción de los órgannos de Gobierno,500,0,500,0
340 23120,Locomoción del Personal no Directivo,1500,0,1500,254
340 23300,Otras Indemnizaciones,3000,0,3000,2772.7
340 62500,Mobiliario,4000,0,4000,1568.09
340 62600,Equipos para Procesos de Información,8000,0,8000,4215.73
341 13000,Retribuciones básicas,984501.71,-100000,884501.71,841172.39
341 13100,Retribuciones Basicas Personal Temporal,133837.35,0,133837.35,182484.75
341 13101,Horas Extraordinarias)),0,0,0,286.72
341 15100,Gratificaciones,2657.85,0,2657.85,0
341 16000,Seguridad Social,357106.79,0,357106.79,336341.09
341 16206,Bolsa Convenio,18300,0,18300,0
341 22001,"Prensa, revistas, libros y otras publicaciones",1000,0,1000,0
341 22103,Combustibles y Carburantes,3000,40000,43000,1908.68
341 22104,Vestuario,6000,10000,16000,5924.14
341 22300,Transportes,5,0,5,0
341 22400,Primas de Seguros,10000,0,10000,7210.13
341 22609,Actividades culturales y deportivas,5,0,5,2800.9
341 22610,Actos de fomento Deportivo,12000,15000,27000,22685.73
341 22612,Gala del Deporte,10000,0,10000,8777.98
341 22614,Arona Deporte Natural Verano,8000,0,8000,7682.4
341 22615,Medio Maratón de Las Galletas,35000,0,35000,41430.32
341 22616,Meeting Internacional Pruebas Combinadas,22000,0,22000,25652.94
341 22620,Actividades Deportivas Playa (Deporplaya),3000,0,3000,3000
341 22699,Otros gastos diversos,5,0,5,621.86
341 22706,Estudios y trabajos técnicos,8000,0,8000,9130.66
341 22709,Servicios Deportivos,150000,0,150000,148535.25
341 22710,Servicios Socorristas,40000,0,40000,35123.68
341 22799,Otros trabajos realizados por otras empresas y pro,5,0,5,1961.66
341 45000,Convenio CCAA Instalaciones IES,13300,0,13300,12096.6
341 47900,Subvención Club Hípico del Sur ,4050,0,4050,0
341 48000,Subvenciones,415000,0,415000,414333.55
341 48001,Subvención Club Zapatera Export,9720,0,9720,9720
341 48002,Subvención Club Teniskuick Los Cristianos,2430,0,2430,2430
341 48003,Subvención Ledesma Internac de Activid Colombófila,2430,0,2430,2430
341 48004,Subvención Sociedad Cazadores Arona Sur,1800,0,1800,1800
341 48005,Subv. IES Galletas GFGSAFD,2000,0,2000,2000
342 20300,Arrendamiento de maquinaria instalación y utillaje,5,0,5,0
342 20500,Arrendamiento de mobiliario y enseres,5,0,5,0
342 21200,"Reparac., mantenim. y cons.edif. y otras construc.",40000,33000,73000,59922.14
342 21300,"Repar.maquinaria, utillaje, instalaciones tecnicas",6000,0,6000,7803.45
342 21301,Mantenimiento Placas Solares,18000,0,18000,0
342 21400,"Reparación, mantenimiento  y conserv elem. transp.",3000,0,3000,1507.06
342 21500,"Reparaciones, mantenim. y conservac. Mobiliario",1485,0,1485,8166.58
342 21901,Mantenimiento Campos Cesped Natural,60000,0,60000,52108.92
342 21902,Mantenimiento Césped Artificial,30000,0,30000,22000.88
342 22000,Ordinario no inventariable,30000,0,30000,6249.95
342 22101,Agua,5,0,5,0
342 22103,Combustibles y carburantes,120000,0,120000,106347.64
342 22106,Productos farmacéuticos y material sanitario,1000,0,1000,210.2
342 22108,Cloros Algicidas y otros,37000,-18000,19000,18894.67
342 22109,Material Deportivo no Inventariable,18000,10000,28000,16959.93
342 22199,Otros Suministros ,500,0,500,5597.63
342 22300,Transportes,60000,0,60000,26845.05
342 22602,Publicidad y propaganda,30000,0,30000,18921.07
342 22700,Limpieza y aseo,5500,0,5500,5808.4
342 22701,Seguridad,30000,0,30000,27926.6
342 62901,Material Deportivo Inventariable,18000,0,18000,17702.39
342 63200,Edificios y otras construcciones,1000,0,1000,0
342 63900,Otras Invers. en Reposición ,1000,0,1000,0
931 83101,Anticipos al Personal,0,8900,8900,8900
,,2961395,8900,2970295,2726371.61
