340 11000,Retribuciones básicas,20343.12,0,20343.12,18804.46
340 13000,Retribuciones básicas,53636.58,0,53636.58,58543.23
340 13100,Retribuciones básicas Personal Laboral,0,0,0,12186.4
340 15100,Gratificaciones,3000,0,3000,0
340 16000,Seguridad Social,21506.68,0,21506.68,52046.14
340 16006,Asistencia Farma-Protésica Según Convenio,10000,0,10000,11832.02
340 16008,Asistencia médico-farmaceútica,4300,0,4300,3541.4
340 16104,Indemnizaciones al personal laboral por jubilación,6,0,6,13742.22
340 16200,Formación y perfeccionamiento del personal,500,0,500,0
340 16204,Acción social,16800,0,16800,12115.8
340 16205,Seguros,7463.47,0,7463.47,3111.33
340 16206,Bolsa Convenio,600,0,600,17106.97
340 16209,Otros gastos sociales,6,0,6,0
340 20500,Arrendamiento de mobiliario y enseres,1000,0,1000,449.4
340 20600,Arrendamiento de Eq. para procesos de información,5,0,5,0
340 20800,Arrendamiento de otros inmovilizado material,5,0,5,0
340 22002,Material Informático No inventariable,600,0,600,148.73
340 22200,Servicios de Telecomunicaciones,15000,0,15000,6314.62
340 22601,Atenciones protocolarias y representativas,3000,0,3000,3403.1
340 22603,Publicación en Diarios Oficiales,1000,0,1000,2487.76
340 22604,"Jurídicos, Contenciosos",2900,0,2900,0
340 22606,"Reuniones, Conferencias y Cursos",600,0,600,0
340 22607,Oposiciónes y Pruebas Selectivas,5,0,5,0
340 22799,Otros trabajos realizados por otras empresas,5,0,5,0
340 23000,Dietas de los miembros de órganos de gobierno,1800,0,1800,405.02
340 23020,Dietas del personal no directivo,900,0,900,735
340 23100,Locomoción de los órgannos de Gobierno,500,0,500,265
340 23120,Locomoción del Personal no Directivo,1500,0,1500,286
340 23300,Otras Indemnizaciones,3000,0,3000,2128.54
340 62500,Mobiliario,4000,0,4000,4324.78
340 62600,Equipos para Procesos de Información,8000,0,8000,2522.63
341 13000,Retribuciones básicas,1006660.13,-1000,1005660.13,912022.67
341 13001,Horas extraordinarias.,0,0,0,0
341 13100,Retribuciones Basicas Personal Temporal,164017.55,-600,163417.55,189076.69
341 15100,Gratificaciones,6000,0,6000,1495.38
341 16000,Seguridad Social,374585.48,0,374585.48,343664.69
341 16206,Bolsa Convenio,18900,0,18900,285
341 21400,Elementos de Transporte,0,0,0,49.51
341 22001,"Prensa, revistas, libros y otras publicaciones",1000,0,1000,0
341 22103,Combustibles y Carburantes,3000,0,3000,2853.88
341 22104,Vestuario,6000,0,6000,6696.06
341 22300,Transportes,5,0,5,0
341 22400,Primas de Seguros,10000,0,10000,7612.59
341 22609,Actividades culturales y deportivas,5,0,5,2469.56
341 22610,Actos de fomento Deportivo,8000,0,8000,10016.57
341 22612,Gala del Deporte,8000,0,8000,7395.76
341 22613,Patrocinio Futbol 7 Fundación El Larguero,0,0,0,463
341 22614,Arona Deporte Natural Verano,8000,0,8000,7682.4
341 22615,Medio Maratón de Las Galletas,30000,0,30000,31045.78
341 22616,Meeting Internacional Pruebas Combinadas,20000,0,20000,21083.56
341 22620,Actividades Deportivas Playa (Deporplaya),3000,0,3000,0
341 22699,Otros gastos diversos,4.98,0,4.98,667.68
341 22706,Estudios y trabajos técnicos,8000,0,8000,3852
341 22709,Servicios Deportivos,150000,0,150000,148996.77
341 22710,Servicios Socorristas,40000,0,40000,35069.09
341 22799,Otros trabajos realizados por otras empresas y pro,5,0,5,0
341 45000,Convenio CCAA Instalaciones IES,13300,0,13300,11453.76
341 47900,Subvención Club Hípico del Sur ,4050,0,4050,4050
341 48000,Subvenciones,377600,0,377600,367718.33
341 48001,Subvención Club Zapatera Export,9720,0,9720,9720
341 48002,Subvención Club Teniskuick Los Cristianos,2430,0,2430,2430
341 48003,Subvención Ledesma Internac de Activid Colombófila,2430,0,2430,2430
341 48004,Subvención Sociedad Cazadores Arona Sur,1800,0,1800,1800
341 48005,Subv. IES Galletas GFGSAFD,2000,0,2000,2000
342 20300,Arrendamiento de maquinaria instalación y utillaje,5,0,5,0
342 20500,Arrendamiento de mobiliario y enseres,5,0,5,0
342 21200,"Reparac., mantenim. y cons.edif. y otras construc.",29000,0,29000,47297.12
342 21300,"Reparac., mantenim. y cons. edif. y otras construc",6000,0,6000,4043.71
342 21301,Mantenimiento Placas Solares,18000,0,18000,4711.47
342 21400,"Reparación, mantenimiento  y conserv elem. transp.",3000,0,3000,525.98
342 21500,"Reparaciones, mantenim. y conservac. Mobiliario",1485,0,1485,0
342 21901,Mantenimiento Campos Cesped Natural,60000,0,60000,58712.71
342 21902,Mantenimiento Césped Artificial,30000,0,30000,24000.96
342 22000,Ordinario no inventariable,9000,0,9000,12838.71
342 22101,Agua,5,0,5,0
342 22103,Combustibles y carburantes,120000,0,120000,127684.23
342 22106,Productos farmacéuticos y material sanitario,1000,0,1000,0
342 22108,Cloros Algicidas y otros,37000,0,37000,23782.26
342 22109,Material Deportivo no Inventariable,18000,0,18000,12870.74
342 22116,"Suministro de plantas, semillas y abonos",0,0,0,254.13
342 22199,Otros Suministros ,500,0,500,9498.13
342 22300,Transportes,60000,0,60000,50745.51
342 22602,Publicidad y propaganda,22460.9,0,22460.9,29337.92
342 22700,Limpieza y aseo,5500,0,5500,5235.44
342 22701,Seguridad,30000,0,30000,27822.24
342 62500,Mobiliario,0,0,0,11386.5
342 62901,Material Deportivo Inventariable,18000,0,18000,11054.66
342 63200,Edificios y otras construcciones,1000,0,1000,0
342 63900,Otras Invers. en Reposición ,1000,1600,2600,3501.61
931 83002,Anticipo por Cuenta de Terceros,0,624.88,624.88,624.88
931 83101,Anticipos al Personal,0,15900,15900,15900
,,2931455.89,16524.88,2947980.77,2842430.19
