10000,Impuesto sobre la Renta de las Personas Físicas,490000,0,490000,637391.92
11200,Impuesto sobre Bb.Inmuebles.De naturaleza rústica,93000,0,93000,98441.83
11300,Impuesto sobre Bb.Inmuebles.De naturaleza urbana,20500000,0,20500000,23302251.07
11400,Impto. sobre Bienes Inmuebles Características Esp.,36000,0,36000,44330.38
11500,Impto.Vehículos Tracción Mecánica,2800000,0,2800000,2908953.19
11600,Impto. inc.valor terrenos n.urbana,4396386,0,4396386,5673827.54
13000,Actividades Empresariales,2000000,0,2000000,1919962.69
22000,Impuesto sobre el alcohol y bebidas derivadas.,18150,0,18150,14602.21
22001,Impuesto sobre la cerveza.,6980,0,6980,6427.75
22006,Impuesto sobre productos intermedios.,336,0,336,387.35
29000,Impto sobre Construcc.Instalac.y Obras,300000,0,300000,325296.48
29100,Cotos de Caza y Pesca,10,0,10,26.44
29200,AIEM,950000,0,950000,1456470.17
29300,IGIC,6300000,0,6300000,9563024.78
29901,Impuestos Especiales REF,940000,0,940000,993923.18
30000,Tasa por Abastecimiento de Aguas,10400000,0,10400000,10924233.57
30001,Venta de Agua Desalada,2700000,0,2700000,2942088.18
30002,Tasa por Licencia de Acoples da la Red de Aguas,10000,0,10000,15597.75
30003,Tasa por Servicio de Conservación de Contadores,120000,0,120000,125060.76
30100,Tasa por Servicio de Alcantarillado,1600000,0,1600000,1673969.55
30200,Tasa por Recogida de Basuras,8900000,0,8900000,9166346.99
30300,Servicio de tratamiento de residuos,120000,0,120000,233198.88
30901,Tasa Servicios de Cementerio,65000,0,65000,105073.7
32100,Tasa por Licencias de Obras,150000,0,150000,92004.99
32200,Cedula de habitabilidad 1ª Ocupación,10,0,10,27734.23
32300,Tasa por otros servicios urbanísticos,10,0,10,3137.5
32500,Tasa por Expedición de Documentos,290000,0,290000,264495.7
32600,Tasa de Retirada de Vehículos,400000,0,400000,334855.47
32601,Tasa de Retirada de Efectos de la Vía Pública,1000,0,1000,0
32901,Tasa por licencia de aperturas,350000,0,350000,425577.76
33100,Tasa por entrada de Vehículos,150000,0,150000,186134.03
33200,Tasa Uti.Privativa o Aprov.Especial Empresa Explot,775000,0,775000,764829.83
33300,Tasa U.Privativa o Aprov.Empresas S.Telecomunicaio,300000,0,300000,215665.42
33400,Tasa por Apertrua de Zanjas y Calas,10,0,10,1342.06
33500,Tasa por ocupación de la vía pública con terrazas,10,0,10,0
33501,Tasa por Instalación de Mesas y Sillas,225000,0,225000,406674.17
