011 31000,Intereses,1000,0,1000,0,
011 91301,Amortización préstamos largo plazo entidades fin.,0,0,0,0,
130 21500,Repar. mant. y cons. Mobiliario,1000,0,1000,5388.84,
130 22000,Ordinario no inventariable,10000,0,10000,13377.22,
130 22001,"Prensa, revistas, libros y otras publicaciones",1000,0,1000,0,
130 22002,Material informático no inventariable,1000,0,1000,2568,
130 22103,Combustibles y carburantes.,80000,0,80000,38265.92,
130 22104,Vestuario,120000,0,120000,25208.43,
130 22111,"Suministros de repuestos de maquinaria, utillaje",10000,0,10000,15899.12,
130 22204,Teléfonos,6000,0,6000,6808.94,
130 22401,Primas de seguros vehículos municipales,15000,0,15000,10276.4,
130 62216,Edificio de Seguridad Las Américas,150000,-80000,70000,0,
132 12000,Sueldos del Grupo A1,22751,0,22751,251.53,
132 12001,Sueldos del Grupo A2,67330,0,67330,55678.37,
132 12003,Sueldos del Grupo C1,1434017,-145000,1289017,1106033.78,
132 12004,Sueldos del Grupo C2,18948,0,18948,19338.66,
132 12006,Trienios,200471,0,200471,162067.46,
132 12100,Complemento de destino,667152,0,667152,488046.59,
132 12101,Complemento especifico,1414145,-261568.9,1152576.1,1073756.56,
132 12102,Complemento de Residencia,190000,0,190000,141188.44,
132 13000,Retribuciones personal laboral fijo,59924,0,59924,60526.86,
132 13100,Retribuciones personal temporal,23792,0,23792,19968.01,
132 15000,Productividad,30000,0,30000,0,
132 15100,Gratificaciones,150000,0,150000,90373.33,
132 16000,Seguridad Social,1165250,0,1165250,1199470.23,
132 16200,Formación y Perfeccionamiento del Personal,1000,0,1000,5849.83,
132 20200,Arrendamientos de Edificios y Otras Construcciones,23000,0,23000,21690,
132 20400,Arrendamientos de Material de Transporte,127000,47527.84,174527.84,142862.59,
132 21305,Mantenimiento Cámaras de Seguridad,18000,0,18000,10746.8,
132 21400,Repar. conserv. y man. elementos de transporte,30000,0,30000,21614.84,
132 22638,Convenio gastos Unidad Canina Policía Local,0,0,0,2033.26,
132 22706,Estudios y Trabajos Técnicos,0,0,0,9383.44,
132 22728,Plan de Seguridad Integral Edificios Municipales,100000,0,100000,27717.87,
132 22759,Trabajos de Demolición Edif. Los Cristianos,0,0,0,2153.35,
132 22761,Realojo afectados Edif. Plaza Valle San Lorenzo,0,0,0,9891.96,
132 23020,Dietas del personal no directivo,1000,0,1000,206.66,
132 23120,Locomoción del personal no directivo,10000,0,10000,5330.01,
132 62300,"Maquinaria, Instalaciones y Utillaje",10000,81113,91113,97245.9,
132 62400,Material de Transporte,0,500800,500800,313544.66,
132 62500,Mobiliario,10000,0,10000,663.83,
132 62513,Vallas de Protección Diferentes Núcleos,60000,0,60000,0,
132 62604,Plan de Seguridad Integral Edificios Municipales,70000,20000,90000,1206.41,
133 20000,Arrendamientos de Terrenos y Bienes Naturales,21500,0,21500,0,
133 21000,"Reparaciones, man. y conserv. infraestructuras y b",50000,0,50000,0,
133 22717,Servicio Grua Municipal,470500,0,470500,470499.43,
