10000,Impuesto sobre la Renta de las Personas Físicas,735000,0,735000,655524.14
11200,De naturaleza rústica,100000,0,100000,103324.31
11300,De naturaleza urbana,23600000,0,23600000,23435460.26
11400,Impto. sobre Bienes Inmuebles Características Esp.,48666,0,48666,52999.45
11500,Impto. Vehículos Tracción Mecánica,2975000,0,2975000,3076883.28
11600,Impto. inc.valor terrenos n.urbana,3500000,0,3500000,6164524.82
13000,Impuesto de actividades económicas,1865000,0,1865000,1904375.92
22000,Impuesto sobre el alcohol y bebidas derivadas,15000,0,15000,15716.16
22001,Impuesto sobre la cerveza,6500,0,6500,6071.34
22006,Impuesto sobre productos intermedios,336,0,336,390.28
29000,"Impuesto sobre construcciones, inst. y obras",100000,0,100000,847038
29100,Cotos de caza y pesca,10,0,10,26.44
29200,AIEM,1550000,0,1550000,1697614.22
29300,IGIC,9950000,0,9950000,11146350.97
29901,Impuestos Especiales REF,1020000,0,1020000,1038507.24
30000,Tasa por Abastecimiento de Aguas,11275000,0,11275000,11453319.89
30001,Venta de agua desalada,3700000,0,3700000,3448040.12
30002,Tasa por licencia de acople a la red de aguas,10000,0,10000,15692.1
30003,Tasa por servicio de conservación de contadores,120000,0,120000,127859.31
30100,Tasa por servicio de alcantarillado,1750000,0,1750000,1740865.11
30200,Tasa por recogida de basuras,9200000,0,9200000,9330639.96
30300,Servicio de tratamiento de residuos,165000,0,165000,144298.66
30901,Tasa servicios de cementerios,100000,0,100000,74485.14
32100,Tasa por Licencias de Obras,80000,0,80000,273181
32200,Cedula de habitabilidad 1ª Ocupación,10,0,10,9405.67
32300,Tasa por otros servicios urbanísticos,10,0,10,637.5
32500,Tasa por expedición de documentos,260000,0,260000,256935.2
32600,Tasa de retirada de vehículos,200000,0,200000,195737.76
32601,Tasa de retirada de efectos de la vía pública,1000,0,1000,100.4
32901,Tasa por licencia de apertura,400000,0,400000,386176.68
33100,Tasa por entrada de vehículos,200000,0,200000,213751.19
33200,Tasa U.Privativa o Aprov. Empresas S.Suministros  ,740000,0,740000,755893.42
33300,Tasa U.Privativa o Aprov. Empresas S.Telecomunicac,300000,0,300000,248203.54
33400,Tasa por Apertura de Zanjas y Calas,10,0,10,0
33500,Tasa por ocupación de la vía pública con terrazas,10,0,10,0
33501,Tasa por instalación de mesas y sillas,375000,0,375000,490584.06
33502,Tasa por ocupación de suelo,200000,0,200000,256021.04
33700,Tasa por aprovechamiento del vuelo,10,0,10,0
33901,Tasa por instalación de Kioscos,6000,0,6000,15036
33902,Tasa por Puestos en Mercadillo del Agricultor,0,0,0,8983
34200,Precios Públicos Cursos,1000,0,1000,0
36000,Venta Placas de Vados,600,0,600,1335
38000,Reintegro de presupuestos cerrados,10,0,10,50234.31
39100,Multas por infracciones urbanísticas,85000,0,85000,304278.44
39110,Multas por infracciones tributarias y análogas,10,0,10,0
39120,Multas por infracciones del código de circulación,400000,0,400000,923258
39190,Otras multas y sanciones,90000,0,90000,307907.33
39200,Recargos por declaración extemporánea sin requerim,1000,0,1000,0
39210,Recargo ejecutivo,150000,0,150000,152935.3
39211,Recargo de Apremio,730000,0,730000,814313.97
39300,Intereses de demora,630000,0,630000,802100.99
39301,Otros Intereses de demora,10,0,10,938.83
39700,Canon por aprovechamientos urbanísticos,10,0,10,0
39800,Indemnizaciones deTerceros,10000,0,10000,2252.3
39900,Otros ingresos diversos,10,0,10,6555.05
41000,De Organismos Autónomos de la Entidad Social,1,0,1,0
41100,Otras Transferencias,10,0,10,0
42000,Participación en los tributos del Estado,0,0,0,0
42010,Fondo Complementario de Financiación,14600000,0,14600000,16089332.5
42090,Otras transferencias ,10,0,10,0
42100,Del Servicio Público de Empleo Estatal,10,0,10,0
42107,Mejora Zonas Rurales de Medianias Arona 2016,0,0,0,0
42108,Mejora Zonas Rurales de Medianias Arona 2017,0,153358.21,153358.21,153358.21
42190,De organismos Autónomos y Agencias,10,0,10,0
42200,De Fundaciones Estatales,10,0,10,0
45000,Participación de los Tributos de la CCAA (Fondo C,3610000,0,3610000,3651089.49
45001,Otras Transferencias Incondicionadas,10,0,10,0
45020,Dirección General Comunidad Autónoma,10,0,10,194949.55
45043,Subvención directa Esculeas Infantiles mat.didácti,0,0,0,28329.6
45045,Socorrismo en espacios acuáticos naturales 2017,0,263353.54,263353.54,0
45046,Dinamizando Arona 2017,0,0,0,0
45123,Mi Municipio Limpio 2011,0,0,0,0
45125,Apoyo a los Servicios Municipales 2011,0,0,0,0
45129,Arona con Todos 2012,0,0,0,0
45130,Arona Limpia 2012,0,0,0,0
45131,Arona Empresarial 2012,0,0,0,0
45132,Mejorando Nuestros Servicios 2012,0,0,0,0
45134,Programa de Promoción de Empleo Arona/2013,0,0,0,0
45137,P. Formación A. Empleo Dinamizando Arona,0,0,0,57542.25
45140,P. Formación Socorrismo Espacios Acuáticos N./2016,0,0,0,0
45142,Subv.P.Promoción Formación y Empleo Arona/2016,0,277773.93,277773.93,277733.93
45143,Programa Extraordinario Empleo Social 2016/2017,0,324953.39,324953.39,324953.39
45144,Programa Promoción de Fomento en Empleo Arona 2017,0,195744.96,195744.96,0
