221 16006,Asistencia Medico farmaceutica,0,0,0,0
221 16008,Asistencia Medico farmaceutica,0,0,0,0
221 16204,Accion Social Educativa,0,0,0,0
221 16206,Bolsa Convenio Personal Municipal,0,0,0,0
430 11000,Retribuciones Básicas,18416.56,-1500,16916.56,16710.21
430 13000,Retribuciones Básicas,71241.62,-21600,49641.62,55967.4
430 13100,Personal Laboral Temporal,0,0,0,6424.58
430 15100,Gratificaciones,3000,-3000,0,0
430 16000,Seguridad Social,30483.78,-4000,26483.78,30483.78
430 16006,Asistencia Farma-Protésica según Convenio,3000,0,3000,1853.69
430 16008,Asistencia Médico-Farmaceútica,2000,0,2000,3417.37
430 16200,Formación y Perfeccionamiento del Personal,2948.91,-2400,548.91,0
430 16204,Acción Social,2000,0,2000,2258.8
430 16205,Seguros,1500,0,1500,0
430 16206,Bolsa Convenio,4200,0,4200,0
430 20200,Arrendamientos de Edificios y otras Construcciones,9500,0,9500,9646.26
430 20800,Arrendamientos de otro inmovilizado material,0,-1800,-1800,0
430 21200,Reparación Mantenimiento Edificios,2000,0,2000,513.49
430 21300,Reparación Manten. Consrv. maq. Ins. Utillaje,2000,0,2000,1492.38
430 21500,"Reparaciones, matenim. y consrv. Mobiliario",1000,0,1000,1372.14
430 21600,Reparaciones mantenim. y conserv. Equipos proc. in,1000,0,1000,0
430 22000,Ordinario No Inventariable,6000,3800,9800,3853.95
430 22001,"Prensa, revistas, libros y publicaciones",2000,0,2000,0
430 22002,Material informático no inventariable,1000,0,1000,5065.15
430 22108,Productos de limpieza,0,0,0,0
430 22110,Productos de Limpieza y Aseo,1000,0,1000,0
430 22199,Otros Suministros,10,0,10,10305.25
430 22200,Servicios de Telecomunicaciones,5000,0,5000,3344.65
430 22400,Primas de Seguros,1000,0,1000,0
430 22601,Atenciones Protocolarias y Representativas,3000,0,3000,425.45
430 22602,Publicidad y Propaganda,0,0,0,26258.31
430 22604,Defensa Jurídica,0,0,0,561.75
430 22706,Estudios y trabajos técnicos,0,0,0,0
430 23000,Dietas Miembros de los Órganos de Gobierno,4000,0,4000,2497.61
430 23020,Dietas personal no directivo,6000,-4400,1600,3804.41
430 23100,Locomoción Organos de Gobierno,4000,0,4000,2181.35
430 23120,Locomoción personal no directivo,6000,0,6000,4174.92
430 23300,Otras Indemnizaciones,1000,0,1000,3500
430 40002,A Ayuntamiento,0,143573.15,143573.15,143573.15
430 62300,"Maquinaria, instalación,utillaje",2500,15000,17500,18273.62
430 62600,Equipos para Proceso de Información,2500,34800,37300,18259.55
432 13000,Retribuciones Básicas,104758.46,0,104758.46,98157.91
432 13100,Retribuciones Laboral Temporal,94839.76,0,94839.76,95268.14
432 16000,Seguridad Social,67863.27,-15000,52863.27,47917.13
432 20800,Arrendamientos de otro Inmovilizado Material,2000,0,2000,0
432 22104,Vestuario,3000,0,3000,0
432 22300,Transportes,5000,0,5000,294.96
432 22602,Publicidad y Propaganda,40000,0,40000,29790.04
432 22609,Actos de fomento del turismo,0,0,0,0
432 22633,Campeonato Internacional Futbol 7,80000,0,80000,80000
432 22634,"Campeonato Nacional ""Fotosub"" Arona 2012",0,0,0,0
432 22635,Folk Fest Arona,25000,0,25000,39331.78
432 22640,Actos de Promoción Turística,58781.64,168670.64,227452.28,252119.73
432 22641,Accesibilidad aplicada al Turismo,60000,0,60000,56646
432 22642,Nuevas Tecnologías aplicadas al Turismo,55000,0,55000,3119.05
432 22706,Estudios y trabajos Tecnicos.,50000,0,50000,47485.14
432 46101,Convenio SATE,7600,67400,75000,75000
432 47901,"Aportacion F. Internac. ""Tenerife Salsa Festival"".",0,0,0,0
432 48001,Aportacion Conveio Nacional de Psiquiatria.,0,0,0,0
432 62500,Mobiliario,2500,7700,10200,25979.03
931 83001,Anticipos de Personal,0,0,0,0
931 83002,Anticipos por Cuenta de Terceros,3,0,3,0
931 83101,Anticipos al Personal,3,0,3,0
,,855650.0,387243.79,1242893.79,1227328.13
