230 23300,Asistencia Organos de Gobierno,1400,0,1400,2163.6
231 13000,Retribuciones básicas,1074170.23,-18700,1055470.23,851274.17
231 13003,Paga extraordinaria y adicional Diciembre 2012,16127.52,0,16127.52,10759.23
231 13100,Retribuciones básicas personal laboral temporal,266611.47,215619.55,482231.02,696598.15
231 13103,Paga extraordinaria diciembre 2012,14133.42,0,14133.42,17802.77
231 14300,Otro personal por tiempo definido,160681.3,0,160681.3,89626.85
231 14301,Otro Personal Temporal,18180.08,0,18180.08,0
231 15100,Gratificaciones,7000,22900,29900,22948.42
231 16000,Seguridad Social,412755.85,0,412755.85,468371.89
231 16006,Asistencia Farma-Protésica según Convenio,10000,0,10000,13710.95
231 16008,Asistencia médica farmacéutica,3150,0,3150,3544.15
231 16104,Indemnizaciónes al personal laboral por jubilación,6,0,6,0
231 16200,Formación y perfeccionamiento del personal,3516.1,0,3516.1,1685
231 16204,Acción Social ,22000,0,22000,19790.52
231 16205,Seguros,4098.38,0,4098.38,3876.94
231 16206,Bolsa Convenio,19861.65,0,19861.65,18701.2
231 16209,Otros gastos Sociales,0,0,0,0
231 20200,Arrendamiento de edificios y otras construcciones,100000,0,100000,87604.76
231 20500,Arrendamiento de mobiliario y enseres,6,0,6,0
231 21200,Reparación edificios y otras construcciones,6000,4000,10000,4776.79
231 21300,"Reparación maquinaria, instalaciones y utillaje",4000,3000,7000,10057.31
231 21400,Reparación material de transporte,1000,6000,7000,6506.55
231 22000,Ordinario no inventariable,1000,0,1000,21680.53
231 22001,"Prensa, revistas, libros y otras publicaciones",1000,0,1000,0
231 22002,Material informático no inventarible,600,0,600,2194.36
231 22103,Combustibles y carburantes,8000,0,8000,5442.07
231 22104,Vestuario,1000,0,1000,1203.3
231 22105,Productos alimenticios,2000,0,2000,6322.25
231 22106,Productos farmacéuticos y material sanitario,6,0,6,0
231 22199,Otros Suministros,500,0,500,2224.16
231 22200,Servicios de telecomunicaciones,3000,0,3000,3265.89
231 22300,Transportes,90000,-54000,36000,31509.44
231 22400,Primas de Seguros,4500,0,4500,8844.18
231 22500,Tributos Estatales,0,0,0,0
231 22601,Atenciones protocolarias y representativas,2000,0,2000,986.15
231 22602,Publicidad y propaganda,3000,0,3000,8623.56
231 22603,Publicación en Diarios Oficiales,800,0,800,1845.54
231 22604,"Jurídicos, contenciosos",1500,0,1500,856
231 22606,"Reuniones, conferencias y cursos",418,0,418,0
231 22607,Oposiciónes y pruebas selectivas,200,0,200,0
231 22608,Actos de Servicios Sociales,10000,15177.08,25177.08,14130.81
231 22610,Actos de Fomento 3ª Edad,70000,17000,87000,90340.46
231 22645,Educar Para la Salud,40000,-23050,16950,6869.58
231 22646,Servicio de Día El Valito,6000,0,6000,2611.8
231 22647,Ludoteca,6000,0,6000,2309.6
231 22648,Talleres de Familia,12000,0,12000,160
231 22649,Proyectos Educativos,20000,-3000,17000,18260.73
231 22650,Ayuda a Domicilio,12300,0,12300,4084.19
231 22651,Centro Ocupacional Rosas del Guanche,9000,0,9000,0
231 22652,Centro Rehabilitación Psicosocial El Mojón,9000,0,9000,3013.72
231 22699,Otros gastos diversos,0,0,0,200.73
231 22700,Limpieza y aseo,0,0,0,3723.82
231 22706,Estudios y trabajos técnicos,2000,0,2000,195
231 22709,Plan Drogodependencia,38000,0,38000,29095.92
231 22710,Plan de Igualdad,20000,-4200,15800,17480.98
231 22711,Proyecto Campamento de Verano,6000,-3000,3000,0
231 22799,Otros trabajos realizados por otras empresas y pro,0,0,0,10284.15
231 23000,De los miembros de los órganos de gobierno,3000,0,3000,339
231 23020,Del personal no directivo,1500,0,1500,1935.16
231 23100,Locomoción de los Organos de Gobierno,6,0,6,65.2
231 23120,Locomoción del Personal no Directivo,2000,0,2000,1098.68
231 27000,Gastos imprevistos y funciones no clasificadas,1000,0,1000,0
231 48000,Subvenciones a Familias e Inst. sin fines de lucro,1000,0,1000,0
231 48001,Subvenciones Ayudas de Emergencia Social,1000000,266810.45,1266810.45,1256158.28
231 48003,Convenio Cruz Roja Transportes,88000,0,88000,74806.88
231 48004,Subvencion Proyecto Cruz Roja Unidad Movil Emerg.S,50000,0,50000,50000
231 48005,Subvención Santa Rita,6000,0,6000,6000
231 48006,Subvenciones Ayudas Individuales y Tercera Edad,70000,0,70000,0
231 48009,Subv. Asociación Española contra el cáncer,3000,0,3000,0
231 48010,Subvención Orobal,36000,0,36000,36000
231 48011,Subvención Caritas,0,0,0,0
231 48012,Subvención Asociación La Bunea Estrella,20000,0,20000,20000
231 48013,Subvención Asociación Española Contra el Cancer,12240,0,12240,0
231 48014,Subv. Convenio Anillo Insular de Políticas Sociale,15000,0,15000,0
231 48016,Convenio Residencia de Mayores de Los Cristianos,0,237146.28,237146.28,237146.28
231 48017,Convenio Hogar de Menores,0,260693.2,260693.2,260693.2
231 48020,Subvención gestión-funcionamiento Casa Nira,0,398716.64,398716.64,398716.64
231 48021,Subvención Convenio U.A.D Comarcal,10000,0,10000,0
231 48022,Subvención Directa Punta de Encuentro,30000,-30000,0,0
231 48023,Subvención Convenio Cruz Roja Teleasistencia,13000,0,13000,13644.56
231 48024,Subvención Agora,4500,0,4500,4500
231 48025,Subvención Consignas y Lavandería ,30000,-20000,10000,0
231 48026,Subvención Hogar Albergue de Media Exigencia,5000,0,5000,0
231 48027,Subvención Housing First,5000,0,5000,0
231 62300,"Maquinaria, instalaciones y utillaje",8000,0,8000,14836.88
231 62500,Mobiliario,6000,0,6000,0
231 62600,Eq. para proceso de información,6000,0,6000,12859.26
231 62601,Otros Suministros,5000,0,5000,0
231 62602,Otros suministros informáticos,9739,0,9739,1391
931 83101,Anticipos Pagas al Personal,0,16900,16900,16900
,,3965507,1308013.2,5273520.2,5034649.19
