150/12003,SUELDOS DEL GRUPO C1 / Administración General de Vivienda y,52283.0,-5000.0,47283.0,16994.71
150/12004,SUELDOS DEL GRUPO C2 / Administración General de Vivienda y,89750.0,0.0,89750.0,85287.33
150/12005,SUELDOS DEL GRUPO E / Administración General de Vivienda y u,26000.0,0.0,26000.0,23042.52
150/12006,TRIENIOS / Administración General de Vivienda y urbanismo,59800.0,0.0,59800.0,53745.9
150/12100,COMPLEMENTO DE DESTINO / Administración General de Vivienda,164552.0,0.0,164552.0,144822.29
150/12101,COMPLEMENTO ESPECÍFICO / Administración General de Vivienda,364835.0,-30000.0,334835.0,324771.27
150/12102,COMPLEMENTO DE RESIDENCIA / Administración General de Vivien,49000.0,0.0,49000.0,33770.95
150/12103,OTROS COMPLEMENTOS (CPT) / Administración General de Viviend,36735.0,0.0,36735.0,45611.45
150/13000,RETRIBUCIONES BÁSICAS / Administración General de Vivienda y,410020.0,0.0,410020.0,335983.52
150/13100,RETRIBUCIONES LABORAL TEMPORAL / Administración General de V,344580.0,0.0,344580.0,383205.62
150/14301,RETRIBUCIONES PERSONAL AFECTO A PROGRAMAS / Administración G,57215.0,0.0,57215.0,62020.25
150/15000,PRODUCTIVIDAD / Administración General de Vivienda y urbanis,5000.0,0.0,5000.0,1500.0
241/14360,Programa Promoción Formaión y Empleo Arona 2018,0.0,236343.87,236343.87,17547.59
150/15100,GRATIFICACIONES / Administración General de Vivienda y urban,1000.0,30000.0,31000.0,5467.74
150/16000,SEGURIDAD SOCIAL / Administración General de Vivienda y urba,510806.0,0.0,510806.0,525834.73
150/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / Administración,1000.0,0.0,1000.0,450.0
164/13000,RETRIBUCIONES BÁSICAS / Cementerio y servicios funerarios,40190.0,0.0,40190.0,36400.23
164/13100,RETRIBUCIONES LABORAL TEMPORAL / Cementerio y servicios fune,38500.0,0.0,38500.0,20459.21
164/14301,RETRIBUCIONES PERSONAL AFECTO A PROGRAMAS / Cementerio y ser,19530.0,0.0,19530.0,19557.94
164/16000,SEGURIDAD SOCIAL / Cementerio y servicios funerarios,35343.0,0.0,35343.0,32992.36
170/12000,SUELDOS DEL GRUPO A1 / Administración general del medio ambi,49950.0,0.0,49950.0,48369.35
241/14358,Puesta en Marcha Centro Empresarial Municipio 2017-2018,0.0,61500.0,61500.0,66606.84
241/14359,Zonas Rurales de medianías 2018,0.0,111842.93,111842.93,99231.5
170/12004,SUELDOS DEL GRUPO C2 / Administración general del medio ambi,9270.0,0.0,9270.0,6584.63
170/12006,TRIENIOS / Administración general del medio ambiente,4485.0,0.0,4485.0,7793.53
170/12100,COMPLEMENTO DE DESTINO / Administración general del medio am,31570.0,0.0,31570.0,29491.99
170/12101,COMPLEMENTO ESPECÍFICO / Administración general del medio am,71810.0,0.0,71810.0,69063.7
170/12102,COMPLEMENTO DE RESIDENCIA / Administración general del medio,4470.0,0.0,4470.0,6809.15
170/12103,OTROS COMPLEMENTOS (CPT) / Administración general del medio,6950.0,0.0,6950.0,6591.14
170/13000,RETRIBUCIONES BÁSICAS / Administración general del medio amb,103020.0,0.0,103020.0,80722.73
170/13100,RETRIBUCIONES LABORAL TEMPORAL / Administración general del,54330.0,0.0,54330.0,47296.53
170/14301,RETRIBUCIONES PERSONAL AFECTO A PROGRAMAS / Administración g,19677.0,0.0,19677.0,17087.43
170/15000,PRODUCTIVIDAD / Administración general del medio ambiente,1000.0,0.0,1000.0,0.0
170/15100,GRATIFICACIONES / Administración general del medio ambiente,1000.0,0.0,1000.0,3567.77
170/16000,SEGURIDAD SOCIAL / Administración general del medio ambiente,104010.0,0.0,104010.0,98431.59
170/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / Administración,1000.0,0.0,1000.0,3030.64
221/16006,ASISTENCIA FARMA-PROTÉSICA SEGÚN CONVENIO / Otras prestacioe,100000.0,0.0,100000.0,102932.23
221/16008,ASISTENCIA MÉDICO-FARMACÉUTICA / Otras prestacioens económic,216145.0,0.0,216145.0,234774.9
221/16204,ACCIÓN SOCIAL / Otras prestacioens económicas a favor de emp,100000.0,0.0,100000.0,111220.86
221/16205,SEGUROS / Otras prestacioens económicas a favor de empleados,66000.0,132000.0,198000.0,132000.0
221/16206,BOLSA CONVENIO PERSONAL MUNICIPAL / Otras prestacioens econó,260000.0,0.0,260000.0,347204.29
231/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / Asistencia soci,1000.0,0.0,1000.0,0.0
311/13000,RETRIBUCIONES BÁSICAS / Protección de la salubridad pública,36900.0,0.0,36900.0,36059.23
311/16000,SEGURIDAD SOCIAL / Protección de la salubridad pública,12000.0,0.0,12000.0,19081.09
