77002,Canaragua Amortización y Costes Indirectos,0.0,380615.52,380615.52,380615.52,380615.52
45052,Programa Lucha Pobreza Infantil 2018,0.0,129702.02,129702.02,129702.02,129702.02
10000,IMPUESTO SOBRE LA RENTA DE PERSONAS FÍSICAS,735000.0,0.0,735000.0,623184.8,623184.8
30002,TASA POR LICENCIA DE ACOPLE A LA RED DE AGUAS,10000.0,0.0,10000.0,13736.9,13736.9
32600,TASA DE RETIRADA DE VEHICULOS,200000.0,0.0,200000.0,319593.42,311078.72
39800,INDEMNIZACIONES DE TERCEROS,10000.0,0.0,10000.0,16048.88,16048.88
42010,FONDO COMPLEMENTARIO DE FINANCIACIÓN,15172206.0,0.0,15172206.0,16248883.78,16248883.78
45302,Subvención FECAM Acciones Emergencia Social 2017,0.0,12864.41,12864.41,12864.41,12864.41
45141,P. Formación A. Empleo Dinamización Arona/2016,0.0,0.0,0.0,-22107.99,-22107.99
46112,Subvención Dinamización Comercial 2017,0.0,0.0,0.0,1190.0,1190.0
45144,Programa de Promoción de la Formación y el Empleo 2017,0.0,0.0,0.0,148243.96,148243.96
11300,DE NATURALEZA URBANA,22900000.0,0.0,22900000.0,21362561.15,21362561.15
29901,IMPUESTOS ESPECIALES REF,1020000.0,0.0,1020000.0,1053285.26,1053285.26
30100,TASA POR SERVICIO DE ALCANTARILLADO,1750000.0,0.0,1750000.0,1725856.11,1120228.27
33300,TASA POR UTILIZ. PREVATIVO O APROVECHAMIENTO ESPECIAL POR EMP. DE SERVICIOS DE TELECOMUNICACIONES,300000.0,0.0,300000.0,320011.7,320011.7
39301,OTROS INTERESES DE DEMORA,10.0,0.0,10.0,1176.04,1176.04
39900,OTROS INGRESOS DIVERSOS,10.0,0.0,10.0,5519.23,5519.23
46200,DE AYUNTAMIENTOS,10.0,0.0,10.0,0.0,0.0
45049,PLan Concertado Prestaciones Básicas 2018,0.0,98245.43,98245.43,98245.43,98245.43
46104,Plan de Promoción y Dinamización ZCA Arona 2018,0.0,0.0,0.0,2720.0,2720.0
45140,P. Formación Socorrismo Espacios Acuáticos Naturales 2016,0.0,0.0,0.0,-9489.22,-9489.22
32601,TASA DE RETIRADA DE EFECTOS DE LA VÍA PÚBLICA,1000.0,0.0,1000.0,184.0,184.0
