230 23300,Asistencia Organos de Gobierno,0,0,0,1382.3
231 13000,Retribuciones básicas,855381.04,-25000,830381.04,710314.54
231 13100,Retribuciones básicas personal laboral temporal,431252.6,50580.08,481832.68,686248.56
231 14300,Otro personal por tiempo definido,151011.35,0,151011.35,66190.35
231 14301,Otro Personal Temporal,18062.78,0,18062.78,0
231 15100,Gratificaciones,1690,0,1690,925.34
231 16000,Seguridad Social,465583.09,0,465583.09,415452.05
231 16006,Asistencia Farma-Protésica según Convenio,10000,0,10000,10136.92
231 16008,Asistencia médica farmacéutica,600,0,600,3532.49
231 16104,Indemnizaciónes al personal laboral por jubilación,6,0,6,0
231 16200,Formación y perfeccionamiento del personal,3516.14,0,3516.14,684.5
231 16204,Acción Social ,22000,0,22000,17595.34
231 16205,Seguros)),0,0,0,4245.52
231 16206,Bolsa Convenio,23100,0,23100,20814.83
231 16209,Otros gastos Sociales,6,0,6,0
231 20200,Arrendamiento de edificios y otras construcciones,120450,-5000,115450,93684.8
231 20500,Arrendamiento de mobiliario y enseres,900,0,900,0
231 21200,Reparación edificios y otras construcciones,6000,5000,11000,16097.16
231 21300,"Reparación maquinaria, instalaciones y utillaje",4000,0,4000,6400.07
231 21400,Reparación material de transporte,1000,15000,16000,6994.83
231 22000,Ordinario no inventariable,2000,0,2000,17939.96
231 22001,"Prensa, revistas, libros y otras publicaciones",2000,0,2000,0
231 22002,Material informático no inventarible,2700,0,2700,0
231 22103,Combustibles y carburantes,10000,-5000,5000,7277.06
231 22104,Vestuario,3500,0,3500,3358.61
231 22105,Productos alimenticios,1000,0,1000,5137.03
231 22106,Productos farmacéuticos y material sanitario,7000,0,7000,0
231 22120,Otros Suministros)),0,0,0,386.95
231 22199,Otros Suministros,6,0,6,28018.23
231 22200,Servicios de telecomunicaciones,5000,0,5000,3293.87
231 22300,Transportes,90000,-10000,80000,33758.86
231 22400,Primas de Seguros,5500,0,5500,4519.53
231 22500,Tributos Estatales,600,0,600,0
231 22601,Atenciones protocolarias y representativas,2000,0,2000,3016.76
231 22602,Publicidad y propaganda,1000,0,1000,4764.68
231 22603,Publicación en Diarios Oficiales,800,0,800,1993.84
231 22604,"Jurídicos, contenciosos",1500,0,1500,254.63
231 22606,"Reuniones, conferencias y cursos",700,0,700,0
231 22607,Oposiciónes y pruebas selectivas,200,0,200,0
231 22608,Actos de Servicios Sociales,27500,20000,47500,52289
231 22610,Actos de Fomento 3ª Edad,70000,0,70000,57540.83
231 22624,Convenio IASS Homologación Discapacidad ,0,0,0,875.24
231 22699,Otros gastos diversos,6,0,6,10400
231 22706,Estudios y trabajos técnicos,2000,0,2000,4742
231 22709,Plan Drogodependencia,64406,25000,89406,79747.14
231 22710,Plan de Igualdad,20000,0,20000,8508.63
231 22711,Proyecto Campamento de Verano,3000,0,3000,0
231 22799,Otros trabajos realizados por otras empresas y pro,6,0,6,0
231 23000,De los miembros de los órganos de gobierno,3000,0,3000,0
231 23020,Del personal no directivo,1500,0,1500,1155.51
231 23100,Locomoción de los Organos de Gobierno,6,0,6,0
231 23120,Locomoción del Personal no Directivo,3000,0,3000,1861.98
231 27000,Gastos imprevistos y funciones no clasificadas,1000,0,1000,0
231 48000,Subvenciones a Familias e Inst. sin fines de lucro,1000,0,1000,1019.7
231 48001,Subvenciones Ayudas de Emergencia Social,842510,282419.29,1124929.29,1048985.14
231 48002,Subvenciones Libros Escolares)),0,0,0,1020
231 48003,Convenio Cruz Roja Transportes,88000,0,88000,89768.24
231 48004,Convenio Cruz Roja Teleasistencia,13000,0,13000,4636.5
231 48005,Subvención Santa Rita,6000,0,6000,6000
231 48006,Subvenciones Ayudas Individuales y Tercera Edad,70000,0,70000,476
231 48009,Subv. Asociación Española contra el cáncer,3000,0,3000,3000
231 48010,Subvención Orobal,36000,0,36000,36000
231 48011,Subvención Caritas,12000,0,12000,12000
231 48012,Subvención Asociación La Bunea Estrella,7000,0,7000,7000
231 48013,Subvención Asociación Española Contra el Cancer,12240,0,12240,12240
231 48014,Subv. Convenio Anillo Insular de Políticas Sociale,15000,0,15000,15000
231 48016,Convenio Residencia de Mayores de Los Cristianos,0,249102.23,249102.23,249102.23
231 48017,Convenio Hogar de Menores,0,105186.8,105186.8,105186.8
231 48020,Subvención gestión-funcionamiento Casa Nira,0,330180,330180,330180
231 62300,"Maquinaria, instalaciones y utillaje",2000,0,2000,2781.04
231 62500,Mobiliario,6000,0,6000,0
231 62600,Eq. para proceso de información,6000,0,6000,1492.65
231 62601,Otros Suministros,5000,0,5000,0
231 62602,Otros suministros informáticos,13001,0,13001,0
931 83001,Anticipos al personal)),0,7200,7200,7200
931 83101,Anticipos Pagas al Personal,0,10800,10800,10800
,,3583240,1055468.4,4638708.4,4335428.24
