241/13100,RETRIBUCIONES LABORAL TEMPORAL / Fomento del Empleo,158610.0,0.0,158610.0,168401.55
3271/13000,RETRIBUCIONES BÁSICAS / Fomento Convivencia Jovenes,110710.0,0.0,110710.0,102013.83
3271/13100,RETRIBUCIONES LABORAL TEMPORAL / Fomento Convivencia Jovenes,122500.0,-1999.5,120500.5,133746.24
922/12004,SUELDOS DEL GRUPO C2 / Coordinación y organización instituci,18900.0,0.0,18900.0,12107.42
922/12006,TRIENIOS / Coordinación y organización institucional de las,2085.0,0.0,2085.0,0.0
922/12100,COMPLEMENTO DE DESTINO / Coordinación y organización institu,8600.0,0.0,8600.0,4462.38
922/12101,COMPLEMENTO ESPECÍFICO / Coordinación y organización institu,14170.0,0.0,14170.0,8433.52
922/12102,COMPLEMENTO DE RESIDENCIA / Coordinación y organización inst,2335.0,0.0,2335.0,1214.94
922/12103,OTROS COMPLEMENTOS (CPT) / Coordinación y organización insti,2800.0,0.0,2800.0,1397.64
922/13000,RETRIBUCIONES BÁSICAS / Coordinación y organización instituc,63800.0,0.0,63800.0,67846.33
922/15000,PRODUCTIVIDAD / Coordinación y organización institucional de,1000.0,0.0,1000.0,0.0
922/15100,GRATIFICACIONES / Coordinación y organización institucional,1000.0,0.0,1000.0,706.08
922/16000,SEGURIDAD SOCIAL / Coordinación y organización institucional,33750.0,0.0,33750.0,51839.5
922/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / Coordinación y,1000.0,0.0,1000.0,0.0
924/12000,SUELDOS DEL GRUPO A1 / Participación ciudadana,4985.0,0.0,4985.0,0.0
924/12100,COMPLEMENTO DE DESTINO / Participación ciudadana,1561.0,0.0,1561.0,0.0
924/12101,COMPLEMENTO ESPECÍFICO / Participación ciudadana,3520.0,0.0,3520.0,0.0
924/12102,COMPLEMENTO DE RESIDENCIA / Participación ciudadana,525.0,0.0,525.0,0.0
924/13100,RETRIBUCIONES LABORAL TEMPORAL / Participación ciudadana,19900.0,0.0,19900.0,20695.57
924/16000,SEGURIDAD SOCIAL / Participación ciudadana,10305.0,0.0,10305.0,8515.72
931/13100,RETRIBUCIONES LABORAL TEMPORAL / Política económica y fiscal,252340.0,0.0,252340.0,154293.63
931/15000,PRODUCTIVIDAD / Política económica y fiscal,6000.0,0.0,6000.0,5570.64
931/15100,GRATIFICACIONES / Política económica y fiscal,1000.0,0.0,1000.0,6245.81
931/16000,SEGURIDAD SOCIAL / Política económica y fiscal,377960.0,0.0,377960.0,390354.17
931/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / Política económ,1000.0,0.0,1000.0,2151.5
241/14358,Puesta en Marcha Centro Empresarial del Muncipio 2019,0.0,123000.0,123000.0,82563.35
4911/14301,RETRIBUCIONES PERSONAL AFECTO A PROGRAMAS / URBAN Arona 2007,88110.0,2838.98,90948.98,23730.29
4911/16000,SEGURIDAD SOCIAL / URBAN Arona 2007-2015,26380.0,0.0,26380.0,31691.01
4911/16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL / URBAN Arona 200,1000.0,0.0,1000.0,0.0
925/12003,SUELDOS DEL GRUPO C1 / Atención a los ciudadanos,24910.0,0.0,24910.0,0.0
