221 16008,Asistencia médico farmaceútica,0,0,0,0
221 16204,Promoción Educativa,0,0,0,0
330 13000,Personal Laboral Fijo - Interino,311489,0,311489,355216.39
330 13100,Personal Laboral Temporal,0,0,0,2263.56
330 15100,Gratificaciones,8000,-1300,6700,0
330 16000,Seguridad Social,112136.04,0,112136.04,112135.9
330 16006,Asistencia farma-protésica ,13000,0,13000,13530.9
330 16008,Asistencia médico farmacéutica,4000,0,4000,7035.89
330 16200,Formación Perfeccionamiento Personal,5119.9,0,5119.9,0
330 16204,Otros gastos sociales,5000,0,5000,15503.5
330 16205,Seguros,6000,0,6000,0
330 20500,Arrendamiento Mobiliario y Enseres,5500,0,5500,0
330 21400,"Reparación, Mant. y Conser. Material Transporte",4000,0,4000,3559
330 22000,Material de oficina,11500,0,11500,8200.26
330 22001,"Prensa, revistas, libros y otras publicaciones",5500,0,5500,4495.36
330 22002,Material informático no inventariable,1000,0,1000,170.23
330 22103,Combustibles y carburantes,3500,0,3500,6180.79
330 22115,Otros Suministros,15000,0,15000,13298.69
330 22200,Teléfono,5500,0,5500,2232.01
330 22300,Transportes,2000,0,2000,7589.81
330 22400,Primas de seguro,5500,0,5500,2449.76
330 22500,Tributos estatales,3500,0,3500,0
330 22501,Tributos CC.AA.,1500,0,1500,0
330 22601,Atenciones protocolarias,2000,0,2000,87
330 22604,Defensa jurídica,8500,0,8500,561.75
330 22607,Oposiciones y Pruebas selectivas,3500,0,3500,177.44
330 22706,Estudios y Trabajos Técnicos,16500,0,16500,0
330 23000,Dietas órganos de gobierno,1000,0,1000,0
330 23020,Dietas personal no directivo,2000,0,2000,0
330 23100,Locomoción órganos de gobierno,1000,0,1000,0
330 23120,Locomoción personal no directivo,1500,0,1500,722.16
330 23300,Asistencia órganos de gobierno,2000,0,2000,5500
330 40002,A Ayuntamiento ,0,500718.95,500718.95,500718.95
330 62300,"Maquinaria, instalaciones y utillaje",2000,0,2000,2423.24
330 62500,Mobiliario y enseres,4000,0,4000,0
330 62600,Material informático,6000,0,6000,2639
331 13000,Personal Fijo Interino Música,317069.94,0,317069.94,449554.86
331 13100,Personal Laboral Temporal Música,246487.94,-10000,236487.94,153818.26
331 16000,Seguridad Social,202880.83,0,202880.83,205607.6
331 22114,Suministro Material Musical,2000,0,2000,26.74
331 22709,Servicio de Reparación de Instrumentos,4500,0,4500,4457.3
331 63201,Adq. Instrumentos musicales,3000,0,3000,0
332 13000,Personal Fijo - Interino Promoción Cultura,161087.24,0,161087.24,161622.2
332 13100,Personal Laboral Temporal Promoción Cultura,27909.12,0,27909.12,30920.13
332 16000,Seguridad Social,68037.96,0,68037.96,34572.41
332 62501,Adquisición material biblioteca,6,0,6,0
334 11000,Retribuciones básicas,29000,2120,31120,31119.9
334 13000,Personal Fijo Interino Promoción Cultura,406686.34,-2120,404566.34,366230.52
334 13001,Horas Extraordinarias,0,0,0,0
334 13100,Personal temporal,97176.76,0,97176.76,78754.21
334 16000,Seguridad Social,192593.88,0,192593.88,170821.51
334 16206,Bolsa Convenio,24000,0,24000,0
334 21200,"Reparación,mantenimiento conservación edificios",16500,0,16500,10465.52
334 21300,"Reparación,mantenimiento conservación maquinaria",5500,0,5500,2348.24
334 21302,Mantenimiento de Ascensores,17000,0,17000,13106.38
334 22104,Adquisición de uniformes,6000,0,6000,4470.09
334 22105,Productos alimenticios,2500,0,2500,188.16
334 22107,Fondo Bibliográfico,7500,0,7500,0
334 22108,Limpieza vestuario,1000,0,1000,0
334 22602,Publicidad y propaganda,30000,0,30000,25239.03
334 22609,Actividades culturales,138176.05,114928.54,253104.59,226605.97
334 22690,Cursos y Talleres,0,117012.96,117012.96,85168.81
334 22691,Espectaculos de Taquilla,0,66519.5,66519.5,54224.38
334 22701,Seguridad,5000,0,5000,3887.31
334 48900,Subvenciones asociaciones musicales,22000,0,22000,22000
335 62502,Material Informatico,0,0,0,0
335 62900,Equipamiento,0,9005,9005,6386.95
931 83001,Anticipos de personal,0,13400,13400,13400
,,2612357.0,810284.95,3422641.95,3221688.07
